"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
9724,"20140714",629000,4,2.5,2660,22050,2,0,0,3,9,2660,0,1996,0,98059,47.4911,-122.125,3060,21111
9726,"20140617",669000,4,2.75,2700,35362,2,0,0,5,8,2700,0,1976,0,98077,47.7628,-122.094,2810,35915
9728,"20140626",270000,4,2.25,2600,9900,1,0,0,3,7,1600,1000,1965,0,98178,47.4881,-122.237,1770,11250
9729,"20150106",215000,3,1,1280,9775,1,0,0,3,6,1280,0,1964,0,98003,47.3262,-122.334,1230,8750
9730,"20150402",690000,3,1.5,1710,17707,1,0,0,4,7,1180,530,1947,0,98040,47.5393,-122.216,2590,9508
9732,"20150324",255000,3,2.25,1890,7314,1,0,0,3,7,1100,790,1981,0,98031,47.4121,-122.172,1520,7676
9735,"20141106",410000,2,1,1030,4366,1,0,0,3,7,1030,0,1912,0,98136,47.5311,-122.384,1890,4499
9736,"20140716",259000,3,1.75,1240,4000,1,0,0,3,7,1240,0,1986,0,98055,47.4728,-122.191,1570,4586
9738,"20140812",1648000,4,3.5,4610,12500,2,0,2,3,11,4610,0,2003,0,98033,47.6508,-122.203,2340,11538
9740,"20150305",485000,3,2.5,1760,3097,2,0,0,3,8,1760,0,1992,0,98029,47.5764,-121.996,1760,3285
9742,"20150423",354000,4,2.5,2340,5420,2,0,0,3,8,2340,0,2003,0,98038,47.3773,-122.029,2420,6252
9743,"20150323",999950,3,2.25,3740,22464,2,0,0,5,8,2330,1410,1966,0,98004,47.6354,-122.196,2680,19564
9745,"20140825",3e+05,3,2.5,1750,4200,2,0,0,3,7,1750,0,2005,0,98038,47.3605,-122.04,1890,4048
9747,"20140721",309950,4,2.5,1770,6666,2,0,0,3,7,1770,0,1989,0,98023,47.2877,-122.349,1780,6666
9748,"20140917",315000,3,1,1160,3700,1.5,0,0,3,7,1160,0,1909,0,98106,47.5651,-122.359,1340,3750
9750,"20140707",780000,4,2,2600,4800,1,0,2,3,8,1400,1200,1953,0,98119,47.637,-122.371,2050,3505
9752,"20140507",5e+05,2,1,1010,3885,1.5,0,0,4,7,1010,0,1906,1990,98112,47.6224,-122.304,1770,4200
9753,"20141219",329000,3,2,1840,6755,1,0,2,3,8,1840,0,1989,0,98003,47.3512,-122.305,1790,6459
9758,"20140729",306000,3,2,1160,7217,1,0,0,3,7,1160,0,1969,0,98034,47.7279,-122.227,1870,9104
9759,"20140805",416000,4,1.75,1980,7840,1,0,0,4,7,990,990,1961,0,98008,47.6226,-122.115,1520,8400
9760,"20140623",560000,3,2.5,1960,12476,2,0,0,4,8,1960,0,1989,0,98056,47.5315,-122.172,2450,12177
9761,"20140617",260000,3,1.5,1270,20700,1,0,0,2,7,1150,120,1948,0,98155,47.7576,-122.296,1990,15000
9763,"20141211",299950,3,1.75,1980,11274,1,0,0,4,7,1480,500,1968,0,98058,47.4474,-122.167,1520,8010
9764,"20150406",265500,3,2.5,1450,8977,1,0,0,3,8,1450,0,1990,0,98092,47.2576,-122.214,2410,8850
9765,"20140812",219000,3,1.5,1200,12000,1,0,0,3,7,1200,0,1986,0,98001,47.268,-122.245,1200,9405
9766,"20150505",365000,3,1.75,1830,17349,1,0,0,3,8,1230,600,1977,0,98072,47.7427,-122.109,1840,11694
9767,"20140514",499000,3,2,2090,42689,1.5,0,0,3,7,2090,0,1959,1998,98010,47.3497,-121.944,1890,18276
9769,"20150501",514950,3,2.25,1310,1264,3,0,0,3,8,1310,0,2014,0,98117,47.6987,-122.366,1330,2183
9770,"20140604",875000,4,2.75,3790,10669,2,0,0,3,10,3790,0,1999,0,98075,47.5976,-121.983,3750,11634
9771,"20150120",831000,3,2.25,2240,8800,1,0,0,5,8,2240,0,1957,0,98005,47.5937,-122.172,2240,8800
9773,"20140724",315000,3,2.5,1660,10763,2,0,0,3,7,1660,0,1994,0,98038,47.3812,-122.029,2010,7983
9774,"20150429",355000,0,0,2460,8049,2,0,0,3,8,2460,0,1990,0,98031,47.4095,-122.168,2520,8050
9778,"20140811",289275,3,2,2860,24046,1,0,0,3,9,1700,1160,1985,0,98019,47.7718,-121.904,1460,13648
9780,"20140625",505000,3,1.75,1640,10695,1,0,2,3,8,1640,0,1975,0,98034,47.7145,-122.222,2790,9775
9782,"20140608",567500,3,2.5,2300,7398,2,0,0,3,8,2300,0,2001,0,98065,47.5369,-121.876,2580,6983
9783,"20141006",265000,3,1.5,1460,8505,1,0,0,4,7,1460,0,1955,0,98055,47.4402,-122.195,1580,8505
9784,"20141230",340000,3,2,1570,14992,1,0,0,3,8,1570,0,2001,0,98014,47.6965,-121.922,1640,15000
9785,"20150430",375000,3,2,1540,8885,1.5,0,0,5,6,1540,0,1939,0,98019,47.7403,-121.984,1730,5000
9788,"20141210",202000,3,1,1010,9750,1,0,0,5,7,1010,0,1969,0,98042,47.3244,-122.144,1230,9750
9794,"20140812",675000,3,2.5,2250,4134,2,0,0,3,9,2250,0,2004,0,98052,47.6651,-122.084,2390,4134
9795,"20150512",435000,2,0.75,750,16321,1,0,1,3,4,750,0,1936,0,98034,47.6985,-122.229,3020,10625
9796,"20150122",263500,3,1.75,1610,14000,1,0,0,4,7,1050,560,1977,0,98010,47.3429,-122.036,1550,10080
9798,"20150422",875000,3,2.5,2520,3750,2,0,1,4,9,2520,0,1995,0,98116,47.5671,-122.404,2250,6200
9802,"20140910",490000,3,1.75,1510,11120,1,0,0,4,8,1510,0,1984,0,98005,47.5931,-122.158,2660,10800
9804,"20150307",305000,3,1,910,8008,1,0,0,3,7,910,0,1971,0,98034,47.726,-122.22,1480,7404
9805,"20150403",350000,3,2.5,1970,3655,2,0,0,3,7,1970,0,2003,0,98019,47.7453,-121.984,1970,2952
9806,"20150224",284200,3,1.75,1540,6632,1,0,0,3,7,1070,470,1959,0,98178,47.4973,-122.252,2510,6618
9808,"20140617",854000,4,2.75,3150,38865,1,0,0,3,10,2480,670,1986,0,98052,47.7302,-122.106,3150,35880
9812,"20141125",750000,4,2.75,2640,3750,2,0,0,5,7,1840,800,1911,0,98117,47.6783,-122.363,1690,5000
9813,"20141007",650000,6,4.5,3900,9100,2,0,0,3,8,2870,1030,1979,0,98052,47.6612,-122.137,2080,9216
9816,"20140814",225000,3,1,1120,10665,1,0,0,4,6,1120,0,1961,0,98001,47.2886,-122.274,1240,10639
9817,"20150409",845000,4,2.5,2970,9072,2,0,0,3,10,2970,0,1991,0,98006,47.562,-122.114,2740,8729
9818,"20150312",490000,3,2.25,1410,7740,1,0,0,5,6,1410,0,1923,0,98126,47.523,-122.371,1220,7740
9819,"20141209",753000,4,2.5,3060,8167,2,0,0,3,9,3060,0,2005,0,98029,47.5521,-121.989,2930,4800
9820,"20150209",475000,3,1.75,2490,7210,1,0,0,3,7,1290,1200,1972,0,98034,47.726,-122.198,1610,7210
9821,"20141003",124000,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603
9822,"20150424",224000,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603
9823,"20140814",485000,2,1,1130,3800,1,0,0,4,7,1130,0,1916,0,98117,47.6862,-122.378,1470,3800
9827,"20140827",905000,4,3.5,2980,3000,2,0,0,3,9,2340,640,2008,0,98115,47.6768,-122.326,1810,4545
9828,"20150326",440000,4,1,1440,6678,1,0,0,3,7,1040,400,1950,0,98116,47.571,-122.392,1320,6678
9831,"20140624",425000,3,2.5,1930,4500,2,0,0,3,8,1930,0,1990,0,98029,47.5791,-122.001,1770,4500
9832,"20140826",204950,2,0.75,1130,11429,1,0,0,3,7,1130,0,1956,0,98188,47.4526,-122.284,1550,10700
9833,"20140714",670000,2,1.75,1650,7500,1,0,0,4,7,1000,650,1959,0,98033,47.6871,-122.207,2530,9000
9834,"20140507",475000,2,1,820,2723,1,0,0,3,7,820,0,1921,0,98103,47.6623,-122.339,1370,3850
9836,"20150409",575000,4,1.75,2330,8800,1,0,2,4,7,1260,1070,1961,0,98008,47.6148,-122.113,2270,8800
9837,"20141126",1730000,4,3.5,4440,20668,2,0,2,5,10,3240,1200,1965,0,98040,47.5472,-122.235,4240,18650
9838,"20141013",491000,3,2,1660,5070,2,0,3,3,8,1660,0,1950,1990,98108,47.5552,-122.296,2440,6664
9842,"20140709",137124,3,1,960,27442,1,0,0,4,6,960,0,1970,0,98058,47.4676,-122.134,1100,29019
9844,"20140622",732600,4,2.5,2130,7300,1,0,0,4,7,1230,900,1963,0,98005,47.605,-122.167,2130,7560
9846,"20140820",431000,3,2.25,2360,14950,1,0,0,4,9,2360,0,1978,0,98042,47.3856,-122.158,2720,14388
9847,"20141002",304000,2,2.25,1320,1034,3,0,0,3,7,1320,0,1996,0,98133,47.7039,-122.344,1330,1206
9848,"20141021",650000,5,2,1910,4667,1,0,0,3,7,1010,900,1908,0,98112,47.6236,-122.306,1230,2545
9850,"20140822",269000,4,1,1610,8401,1,0,0,3,7,1610,0,1958,0,98056,47.5104,-122.165,1610,8401
9852,"20150429",890000,4,2.25,2870,8393,1,0,0,4,8,1480,1390,1977,0,98040,47.5787,-122.245,2930,9850
9853,"20141009",565000,4,2.5,2280,9725,2,0,0,3,8,2280,0,1986,0,98072,47.7568,-122.141,2140,8780
9858,"20150422",494000,3,3.5,1570,1486,2.5,0,0,3,8,1330,240,2000,0,98199,47.652,-122.384,1610,1486
9861,"20141030",330000,3,1.75,2020,11050,1,0,0,4,8,1320,700,1969,0,98059,47.4706,-122.119,1940,11050
9863,"20141224",360000,4,2.5,2390,7056,2,0,0,3,9,2390,0,1990,0,98001,47.3385,-122.264,2590,7801
9864,"20140810",378000,3,2.5,2150,11672,2,0,0,3,8,2150,0,2004,0,98038,47.3515,-122.006,2150,5450
9865,"20140912",499950,3,1.75,1340,6250,1,0,0,4,7,1090,250,1941,0,98136,47.5427,-122.386,1550,1755
9867,"20140825",523500,2,2,1600,5969,1,0,0,4,7,800,800,1950,0,98116,47.5691,-122.394,1520,5969
9868,"20141208",6e+05,3,2.5,2680,43995,2,0,0,3,9,2680,0,1986,0,98077,47.7655,-122.086,2520,37277
9872,"20140624",483000,2,1.75,1240,3000,1.5,0,0,3,7,1240,0,1906,0,98105,47.6689,-122.326,1800,4080
9873,"20150508",240000,3,1,1310,7125,1,0,0,4,7,1310,0,1978,0,98042,47.3739,-122.148,1650,7290
9874,"20140925",720000,4,2.25,2530,5200,1,0,1,4,8,1530,1000,1957,0,98117,47.6985,-122.382,2240,5200
9875,"20141105",311000,4,2.5,1780,5822,2,0,0,3,7,1780,0,2001,0,98058,47.4455,-122.169,1990,4092
9876,"20150102",332500,3,2,1600,7995,1,0,0,3,7,1600,0,1950,1984,98118,47.5177,-122.257,2440,6900
9878,"20150323",371000,3,1.75,1570,15330,1,0,0,3,7,1080,490,1956,0,98166,47.4608,-122.34,1250,13330
9881,"20150330",503000,2,1,870,4280,1,0,2,4,6,870,0,1921,0,98105,47.6697,-122.29,1750,4280
9883,"20140923",393000,2,1,980,3350,1,0,0,4,7,980,0,1925,0,98103,47.6858,-122.352,1260,4000
9887,"20150105",241000,3,1.5,1660,8000,1,0,0,4,7,1120,540,1976,0,98030,47.353,-122.172,1900,7500
9888,"20150316",530000,3,1.75,1520,9605,1,0,0,3,7,1520,0,1975,0,98052,47.667,-122.142,2040,9900
9892,"20141113",210500,3,1,1840,10178,1,0,0,3,7,1040,800,1960,0,98198,47.3979,-122.317,2040,10660
9894,"20141030",679000,3,2.5,1780,4320,2,0,0,4,8,1780,0,1930,1986,98115,47.6809,-122.293,1690,4952
9895,"20141218",784950,4,2.75,2840,4227,3,0,0,3,9,2840,0,2014,0,98052,47.7097,-122.107,2880,4227
9897,"20140611",386000,3,1.5,1270,1318,2,0,0,3,7,1080,190,2004,0,98199,47.6526,-122.384,1360,1488
9898,"20150430",335000,3,1.75,1260,17000,1,0,0,3,7,1260,0,1994,0,98146,47.5114,-122.361,1540,7213
9901,"20140724",963990,4,3.25,3830,6765,2,0,0,3,9,3830,0,2014,0,98053,47.685,-122.016,3830,6507
9902,"20140925",735000,3,2,1610,3600,2,0,2,5,8,1610,0,1925,0,98144,47.5969,-122.293,2540,6600
9904,"20150507",665000,5,2.75,2670,4000,2,0,0,4,7,1800,870,1914,0,98105,47.6711,-122.315,2460,4000
9905,"20140731",290000,3,2.5,2000,7414,2,0,0,4,7,2000,0,1993,0,98038,47.3508,-122.057,2000,7414
9906,"20150413",250000,2,1,860,4320,1,0,0,3,7,860,0,1925,0,98108,47.5263,-122.325,980,6000
9907,"20141008",192500,3,1.75,1420,7205,1,0,0,3,7,1420,0,1986,0,98030,47.3555,-122.175,1690,7405
9912,"20150227",4e+05,3,2.5,1460,1319,3,0,0,3,8,1460,0,2002,0,98103,47.698,-122.349,1430,1530
9913,"20141029",240000,5,1.75,2460,16000,1,0,0,3,7,1230,1230,1957,0,98023,47.3305,-122.351,1990,16000
9914,"20140923",317500,2,1,1000,5120,1,0,0,3,6,1000,0,1902,0,98122,47.6088,-122.307,1940,4300
9915,"20150213",1315000,5,4,4420,36342,2,0,0,5,10,2740,1680,1982,0,98007,47.6468,-122.151,3720,37034
9916,"20141110",234000,3,1,1240,239144,1,0,0,3,6,1240,0,1921,1992,98038,47.4303,-122.046,1990,109335
9917,"20140513",645000,3,2.5,1740,13750,2,0,0,4,9,1740,0,1975,0,98008,47.6264,-122.092,2540,14300
9918,"20150309",649000,2,1,1280,4840,1,0,0,3,7,1200,80,1908,0,98115,47.6762,-122.299,1860,5500
9919,"20150417",605000,4,2.5,2520,3980,2,0,0,3,8,2520,0,2004,0,98027,47.5399,-122.07,2580,3980
9920,"20140821",337900,3,3.5,1500,1471,3,0,0,3,7,1500,0,1999,0,98177,47.7034,-122.362,1500,1445
9921,"20150205",535000,3,2.75,2490,3600,2,0,0,3,8,2290,200,1906,0,98122,47.6098,-122.292,1880,3600
9922,"20140922",325000,4,1,1530,5684,1,0,0,3,7,1130,400,1957,0,98108,47.5507,-122.298,1540,6095
9927,"20140910",275000,2,1,1140,10404,1,0,0,3,5,1140,0,1935,0,98155,47.7497,-122.286,2200,11550
9928,"20140729",575000,4,3.5,3930,16970,2,0,0,3,9,3930,0,1997,0,98019,47.7412,-121.966,2740,17219
9929,"20140806",540000,3,2.5,2370,16455,1,0,0,5,7,1640,730,1959,0,98155,47.7634,-122.277,2170,15551
9930,"20140605",640000,3,1.75,2340,4206,1,0,0,5,7,1170,1170,1917,0,98144,47.5759,-122.288,1360,4725
9932,"20140724",672800,4,2.5,2740,10533,2,0,0,3,9,2740,0,1997,0,98074,47.6095,-122.006,2760,8603
9933,"20140527",495000,4,2.25,1940,9144,1,0,0,4,7,1430,510,1956,0,98007,47.5942,-122.135,1460,9437
9936,"20140520",1275000,4,2,2850,7861,1,0,4,4,10,1450,1400,1970,0,98117,47.6995,-122.397,2810,8087
9937,"20150429",380000,3,1,1160,9375,1,0,0,3,7,1160,0,1967,0,98077,47.7419,-122.073,1160,9650
9938,"20140820",397500,3,2,2130,8225,1,0,0,4,8,2130,0,1987,0,98058,47.4396,-122.162,2580,8225
9939,"20140507",352000,5,2.5,2420,8560,1,0,2,3,7,1620,800,1978,0,98118,47.532,-122.285,2210,7040
9946,"20141006",1150000,6,3.75,4090,49542,2,0,0,3,9,3100,990,1984,0,98005,47.6408,-122.153,2980,43357
9947,"20140609",563500,4,2.5,2800,12831,2,0,0,3,8,2800,0,2001,0,98019,47.7392,-121.966,2810,10235
9949,"20150422",374950,4,3,2540,8800,1,0,1,3,9,1620,920,1977,0,98023,47.3204,-122.387,2540,8800
9950,"20150410",308950,3,2.5,1600,6250,2,0,0,3,7,1600,0,1995,0,98038,47.3675,-122.02,1760,6110
9952,"20150421",237200,3,1.5,1220,9000,1,0,0,4,7,1220,0,1968,0,98042,47.3642,-122.109,1220,9472
9954,"20150507",616500,3,2,2080,4549,1,0,0,5,7,1040,1040,1954,0,98115,47.6886,-122.309,1620,4549
9955,"20140806",1250000,5,5,5000,32909,2,0,0,3,10,5000,0,2000,0,98075,47.6012,-122.022,3030,12601
9957,"20140708",210000,3,1,1070,8179,1,0,0,3,6,1070,0,1949,0,98146,47.5015,-122.349,1050,8177
9959,"20140825",605000,3,2.5,2960,18600,2,0,0,3,8,2960,0,1979,0,98166,47.4358,-122.344,2740,15681
9960,"20140707",437500,3,2,1490,4800,2,0,0,5,6,1490,0,1948,0,98117,47.6933,-122.361,1500,4800
9961,"20140716",215000,3,1.5,1500,15000,1,0,0,3,7,1500,0,1952,0,98031,47.3926,-122.208,1790,13905
9962,"20140618",440000,4,2.5,2410,4780,2,0,0,3,7,2410,0,2000,0,98065,47.5326,-121.879,2410,4025
9964,"20140821",319900,3,1.5,1140,20383,1,0,0,3,7,840,300,1985,0,98045,47.4755,-121.758,1200,15625
9965,"20150106",335000,3,1,1120,9075,1,0,0,3,7,1120,0,1977,0,98077,47.7551,-122.072,1120,9705
9967,"20140925",359999,4,2.25,3220,7700,2,0,0,4,8,3220,0,1976,0,98023,47.3188,-122.38,2570,7700
9969,"20140912",280000,3,2.25,1610,10454,1,0,0,3,7,1610,0,1977,0,98148,47.4517,-122.331,1720,9583
9971,"20141119",290000,1,2,1240,4800,2,0,0,3,6,1240,0,1910,0,98055,47.4778,-122.211,1030,4800
9972,"20141217",235000,2,2.25,1660,2748,2,0,0,3,7,1660,0,1995,0,98055,47.4333,-122.212,1620,3167
9976,"20150220",234000,3,1.75,1480,8475,1,0,0,4,7,1480,0,1968,0,98023,47.3126,-122.361,1800,8800
9982,"20150429",835000,3,1,3060,30166,1,0,0,5,8,3060,0,1959,0,98027,47.5656,-122.093,1880,19602
9989,"20140508",716500,4,2.5,3290,6465,2,0,0,3,9,3290,0,2002,0,98075,47.5981,-121.976,3100,5929
9990,"20141217",388500,4,2.5,1890,5395,2,0,0,3,7,1890,0,2006,0,98065,47.5415,-121.883,2060,5395
9991,"20140904",530000,3,1.75,1680,7770,1,0,0,4,7,1680,0,1967,0,98005,47.6028,-122.167,1880,7770
9995,"20140701",1695000,4,2.75,3770,10900,2,0,2,5,9,3070,700,1924,0,98144,47.5849,-122.29,3000,5000
9996,"20140926",279000,2,1,1020,47044,1,0,0,5,7,1020,0,1904,1958,98042,47.4206,-122.155,1930,12139
9999,"20150402",640000,3,1.75,1680,8100,1,0,2,3,8,1680,0,1950,0,98177,47.7212,-122.364,1880,7750
10000,"20140609",285000,3,2.25,1680,35127,2,0,0,3,7,1680,0,1987,0,98092,47.3025,-122.067,1820,35166
10001,"20140708",458400,4,2.5,1910,10300,1,0,0,3,8,1910,0,1921,1968,98177,47.7581,-122.359,1910,7750
10004,"20140804",690000,4,3.75,3210,7054,2,0,0,4,8,3210,0,1985,0,98052,47.7268,-122.103,2350,8020
10006,"20140820",369950,4,2.5,1910,10221,2,0,0,3,8,1910,0,1994,0,98038,47.381,-122.035,2210,8705
10007,"20150326",124500,2,1,840,6480,1,0,0,4,5,840,0,1954,0,98001,47.264,-122.258,1100,7300
10012,"20150129",530000,2,1.75,2120,7680,1,0,0,5,6,1130,990,1948,0,98126,47.5304,-122.374,1220,7680
10013,"20140522",385000,3,1,1250,7300,1,0,0,4,7,1250,0,1956,0,98008,47.6032,-122.125,1540,7400
10015,"20140820",521000,4,2.25,1890,8034,1,0,0,4,8,1890,0,1967,0,98008,47.6338,-122.117,1920,7210
10017,"20140527",292050,5,3,2840,7199,1,0,0,3,7,1710,1130,2003,0,98178,47.5065,-122.275,2210,10800
10018,"20140520",326000,6,3,1880,7200,1,0,0,4,7,1880,0,1966,0,98056,47.5029,-122.188,1540,13022
10020,"20150430",291600,3,1.75,1630,7480,1,0,0,3,7,1330,300,1979,0,98058,47.4514,-122.159,1940,7480
10021,"20150219",435000,5,1.5,1720,12551,1,0,0,3,7,1720,0,1967,0,98027,47.5241,-122.053,1560,12960
10023,"20140620",2e+05,3,2.25,1230,7420,1.5,0,0,5,7,1230,0,1913,0,98002,47.3184,-122.22,1260,7556
10030,"20150505",517500,3,2.5,1800,3933,2,0,0,3,8,1800,0,1989,0,98029,47.5746,-122.009,1800,4659
10031,"20140626",755000,4,2.75,2880,4000,1.5,0,0,3,9,2100,780,1912,2000,98144,47.5843,-122.293,2110,4000
10032,"20141030",579500,3,1.75,1250,4120,1,0,0,4,7,980,270,1925,0,98117,47.685,-122.36,1250,4120
10035,"20141202",665000,4,1.75,2280,3680,1.5,0,0,5,7,1470,810,1926,0,98115,47.6754,-122.3,1850,3680
10036,"20150325",689000,4,2.5,2110,6069,2,0,0,3,9,2110,0,1999,0,98052,47.6374,-122.111,2180,9000
10038,"20140529",529000,3,1,1590,6420,1,0,0,3,7,1590,0,1944,0,98136,47.5355,-122.392,1780,5900
10039,"20150108",375000,5,2.5,2100,14858,1,0,0,5,8,2100,0,1970,0,98059,47.4721,-122.123,1980,11730
10041,"20150115",583000,4,2.5,3390,10519,2,0,2,3,10,3390,0,1990,0,98003,47.332,-122.334,2830,10519
10046,"20150227",425590,3,2.75,1940,3088,2,0,3,3,8,1770,170,2008,0,98065,47.5185,-121.878,1410,2335
10048,"20140724",362362,2,1,710,4000,1,0,0,3,6,710,0,1909,0,98118,47.5535,-122.269,960,4000
10049,"20150204",252000,3,2,1370,7500,1,0,0,3,7,1370,0,1997,0,98038,47.3634,-122.046,1420,7500
10050,"20141224",439000,4,2.5,2690,9551,2,0,0,3,9,2690,0,1992,0,98058,47.4343,-122.156,2890,9121
10051,"20140812",465000,4,2.25,3360,10810,2,0,0,4,9,3360,0,1988,0,98092,47.3316,-122.203,2590,10810
10053,"20140718",665000,2,2.5,2600,5000,1,0,0,5,8,1300,1300,1926,0,98126,47.5806,-122.379,2260,5000
10054,"20141014",370000,3,1.75,1160,8774,1,0,0,3,7,1160,0,1972,0,98034,47.7159,-122.165,1990,7908
10056,"20140724",375000,3,1,1870,7671,1,0,0,4,8,1720,150,1937,0,98177,47.7162,-122.36,1460,7679
10057,"20140827",552625,4,2,2560,9390,1,0,0,5,8,1280,1280,1957,0,98133,47.7169,-122.329,1830,8169
10059,"20140919",620000,2,1.75,1680,8187,1,0,0,4,8,1680,0,1983,0,98027,47.5603,-122.081,2390,7801
10060,"20141125",510000,4,2.5,2010,9075,1,0,0,4,8,1310,700,1959,0,98006,47.553,-122.182,1850,9220
10061,"20140627",652500,4,2.5,2540,38677,2,0,0,3,9,2540,0,1987,0,98053,47.6694,-122.044,2560,36280
10063,"20150224",430000,3,2.5,2670,12806,2,0,0,3,9,2670,0,2010,0,98038,47.3686,-122.059,3010,7231
10067,"20140505",220000,4,1.5,1240,9600,1,0,0,3,7,1240,0,1971,0,98023,47.3206,-122.397,1240,9592
10068,"20150306",325000,3,1.75,1840,17286,1,0,0,4,7,1440,400,1978,0,98030,47.371,-122.173,1840,14541
10069,"20150428",365000,3,1,1120,8443,1,0,0,3,7,1120,0,1953,0,98133,47.7715,-122.336,1450,8433
10070,"20140514",356000,3,3.5,2100,12384,2,0,0,3,9,2100,0,1980,0,98188,47.4687,-122.263,2400,7776
10071,"20140923",380000,4,1.75,2030,12518,1,0,0,3,8,1610,420,1950,0,98125,47.7278,-122.297,1650,7872
10074,"20140616",499000,3,1.75,1750,12325,1,0,0,4,7,1470,280,1968,0,98052,47.6832,-122.118,1820,9750
10075,"20150423",333760,3,1,1300,5880,1,0,0,3,7,1300,0,1968,0,98052,47.6937,-122.113,1300,7700
10078,"20140801",435000,3,3,1440,1350,3.5,0,2,3,8,1440,0,2005,0,98103,47.6525,-122.345,1440,1350
10079,"20150120",520000,3,2.75,1700,3264,1,0,0,3,7,1060,640,1919,0,98115,47.6767,-122.311,1880,4080
10080,"20150427",965000,4,2.5,3920,41206,2,0,0,4,10,3920,0,1988,0,98072,47.7325,-122.132,3780,36562
10084,"20140728",650000,3,1.75,1550,5000,1,0,0,3,7,1250,300,1911,2011,98107,47.6722,-122.372,1110,5000
10087,"20140721",475000,2,2,1440,3720,1.5,0,0,3,7,1440,0,1983,0,98115,47.6902,-122.325,1490,4308
10088,"20150330",2e+05,3,1,1150,10132,1,0,0,4,7,1150,0,1970,0,98023,47.3172,-122.372,1180,8713
10089,"20140620",397000,4,2.5,2320,11717,2,0,0,3,8,2320,0,1997,0,98045,47.484,-121.78,2320,9714
10092,"20140709",840000,3,2,2783,11177,2,0,0,3,8,2783,0,1910,1999,98126,47.538,-122.38,1730,8018
10093,"20140918",365000,4,2.5,2140,7350,2,0,0,3,8,2140,0,1985,0,98058,47.4483,-122.124,2120,8395
10094,"20140904",362000,3,2.75,1420,955,2,0,0,3,8,1160,260,2004,0,98029,47.5477,-122.003,1420,955
10096,"20141111",2e+05,2,1.75,1320,13052,1.5,0,0,3,7,1320,0,1980,0,98014,47.712,-121.352,1320,13052
10099,"20150225",1326000,3,2.25,2960,8330,1,0,3,4,10,2260,700,1953,0,98177,47.7035,-122.385,2960,8840
10102,"20150508",324500,2,1,1300,6617,1,0,0,3,7,1300,0,1986,0,98125,47.7238,-122.302,1820,7800
10103,"20150105",312500,3,1,1170,7350,1,0,0,4,7,1170,0,1960,0,98008,47.625,-122.117,1170,7350
10105,"20141020",511000,2,1,1250,5413,1,0,0,4,7,1250,0,1923,0,98115,47.6945,-122.315,1250,5413
10108,"20150429",255000,3,1.75,1740,8800,1,0,0,3,7,1140,600,1978,0,98023,47.2968,-122.372,1690,7920
10109,"20150417",679975,4,2.5,3830,4644,2,0,0,3,8,2900,930,2004,0,98065,47.5384,-121.88,3400,6163
10110,"20140709",624800,3,2,2250,14274,1,0,0,4,8,1500,750,1964,0,98040,47.5762,-122.217,2820,13813
10113,"20141212",510000,3,1.5,2400,10275,1,0,0,4,8,1540,860,1964,0,98052,47.6888,-122.126,2380,10125
10114,"20140626",289659,4,2.25,2260,7200,2,0,0,4,7,2260,0,1984,0,98031,47.4121,-122.183,1720,7200
10115,"20150424",585000,4,2.5,2910,6250,2,0,0,3,8,2910,0,1999,0,98065,47.538,-121.87,2550,6250
10119,"20141121",319000,3,2.5,2110,7434,2,0,0,4,7,2110,0,1978,0,98031,47.3935,-122.169,2100,7749
10120,"20140519",280000,3,2.5,1720,1916,2,0,0,3,7,1720,0,2005,0,98059,47.4895,-122.166,1760,1916
10121,"20141118",250000,3,1,1100,7470,1,0,0,4,5,1100,0,1917,0,98065,47.5242,-121.831,1280,7055
10122,"20150116",749950,4,2.5,2620,8312,2,0,0,3,9,2620,0,1990,0,98074,47.6272,-122.033,2260,8515
10124,"20150402",465000,3,2.5,1890,4808,2,0,0,3,8,1890,0,2000,0,98065,47.5348,-121.866,2460,5348
10126,"20140806",7e+05,4,2.5,3100,36562,2,0,0,3,10,3100,0,1994,0,98077,47.7646,-122.065,3080,39351
10131,"20140908",285000,3,2.5,1890,3629,2,0,0,3,7,1890,0,2005,0,98038,47.3613,-122.041,1980,4000
10132,"20150227",309000,3,1,1140,6400,1,0,0,3,7,1140,0,1962,0,98168,47.4902,-122.331,1340,6650
10133,"20140506",860000,4,2,3740,32417,2,0,0,3,9,3740,0,2000,0,98053,47.6728,-122.012,3180,32417
10135,"20141009",546500,3,2.5,2130,7199,2,0,0,3,8,2130,0,1990,0,98074,47.6331,-122.027,1890,7546
10137,"20150311",505000,2,1,1070,8130,1,0,0,3,7,1070,0,1942,0,98117,47.697,-122.37,1360,7653
10138,"20141002",340000,4,1.75,1680,15084,1,0,0,4,7,840,840,1979,0,98014,47.6895,-121.912,1800,15092
10140,"20141208",8e+05,3,1.75,1890,10292,1,0,0,4,8,1890,0,1969,0,98040,47.535,-122.234,2630,10625
10141,"20140725",112000,1,1,1080,3230,1,0,0,3,6,1080,0,1963,0,98002,47.3075,-122.217,1210,5760
